source_abs;target_abs;kind;collision;status;detail
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/8.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e08.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/90.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e90.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/91.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e91.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/92.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e92.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/93.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e93.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/94.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e94.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/95.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e95.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/96.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e96.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/97.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e97.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/99.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e99.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Простоквашино/Простоквашино (сериал)/9.mp4;/mnt/synology/video/Kids/TV Shows/Простоквашино (2018) {tmdb-86764}/Season 01/Простоквашино (2018) - s01e09.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Райя_и_последний_дракон_Дублированныйq720.mp4;/mnt/synology/video/Kids/Movies/Райя и последний дракон (2021) {imdb-tt5109280}/Райя и последний дракон (2021) {imdb-tt5109280}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Рапунцель/Рапунцель:_Дорога_к_мечте_Дублированный_Провайдер_2q720.mp4;/mnt/synology/video/Kids/Movies/Рапунцель Дорога к мечте (2017) {imdb-tt5533228}/Рапунцель Дорога к мечте (2017) {imdb-tt5533228}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Рапунцель/Рапунцель:_Запутанная_история_Перевод_1_Провайдер_2q480.mp4;/mnt/synology/video/Kids/Movies/Рапунцель Запутанная история (2010) {imdb-tt0398286}/Рапунцель Запутанная история (2010) {imdb-tt0398286}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Рикки_Тикки_Тави_Оригинал_Провайдер_2q720.mp4;/mnt/synology/video/Kids/Movies/Рикки Тикки Тави (1976) {imdb-tt0073627}/Рикки Тикки Тави (1976) {imdb-tt0073627}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Русалочка (Дублированный)[q720].mp4;/mnt/synology/video/Kids/Movies/Русалочка (2023) {imdb-tt5971474}/Русалочка (2023) {imdb-tt5971474}.mp4;film;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/10.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e10.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/11.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e11.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/12.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e12.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/13.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e13.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/14.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e14.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/15.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e15.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/16.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e16.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/17.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e17.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/18.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e18.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/19.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e19.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/1.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e01.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/20.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e20.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/21.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e21.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/22.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e22.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/23.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e23.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/24.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e24.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/25.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e25.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/26.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e26.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/27.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e27.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/28.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e28.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/29.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e29.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/2.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e02.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/30.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e30.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/31.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e31.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/32.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e32.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/33.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e33.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/34.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e34.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/35.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e35.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/36.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e36.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/37.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e37.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/38.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e38.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/39.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e39.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/3.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e03.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/40.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e40.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/41.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e41.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/42.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e42.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/43.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e43.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/44.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e44.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/45.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e45.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/46.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e46.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/47.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e47.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/48.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e48.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/49.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e49.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/4.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e04.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/50.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e50.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/51.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e51.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/52.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e52.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/53.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e53.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/54.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e54.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/55.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e55.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/56.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e56.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/57.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e57.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/58.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e58.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/59.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e59.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/5.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e05.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/60.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e60.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/61.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e61.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/62.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e62.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/63.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e63.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/64.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e64.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/65.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e65.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/66.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e66.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/67.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e67.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/68.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e68.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/69.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e69.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/6.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e06.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/70.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e70.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/71.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e71.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/72.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e72.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/73.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e73.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/74.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e74.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/75.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e75.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/76.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e76.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/77.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e77.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/78.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e78.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/79.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e79.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/7.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e07.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/80.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e80.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/81.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e81.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/82.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e82.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/83.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e83.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/84.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e84.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/85.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e85.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/86.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e86.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/87.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e87.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/88.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e88.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Новый сезон/89.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e89.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/8.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e08.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/90.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e90.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Новый сезон/9.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e09.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Сезон 1/100.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e100.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/101.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e01.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Сезон 1/102.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e02.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Сезон 1/103.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e103.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/104.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e104.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/105.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e105.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/106.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e106.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/107.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e107.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/108.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e108.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/109.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e109.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/10.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e10.mp4;tv_show;yes;skipped_collision;
/mnt/synology/video/Детское/Смешарики/Сезон 1/110.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e110.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/111.mp4;/mnt/synology/video/Kids/TV Shows/Smeshariki (2004) {tvdb-265448}/Season 01/Smeshariki (2004) - s01e111.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/112.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e112.mp4;tv_show;no;skipped_missing_source;source not found
/mnt/synology/video/Детское/Смешарики/Сезон 1/113.mp4;/mnt/synology/video/Kids/TV Shows/Смешарики (2004) {tvdb-265448}/Season 01/Смешарики (2004) - s01e113.mp4;tv_show;no;skipped_missing_source;source not found
